show_id,country_1,country_2,country_3,country_4,country_5,country_6,country_7,country_8,country_9,country_10,country_11,country_12
s6858,null,null,null,null,null,null,null,null,null,null,null,null
s6859,United States,null,null,null,null,null,null,null,null,null,null,null
s6860,United States,null,null,null,null,null,null,null,null,null,null,null
s6861,China,Hong Kong,null,null,null,null,null,null,null,null,null,null
s6862,United States,null,null,null,null,null,null,null,null,null,null,null
s6863,United States,null,null,null,null,null,null,null,null,null,null,null
s6864,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6865,India,null,null,null,null,null,null,null,null,null,null,null
s6866,Japan,null,null,null,null,null,null,null,null,null,null,null
s6867,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s6868,United States,null,null,null,null,null,null,null,null,null,null,null
s6869,United States,null,null,null,null,null,null,null,null,null,null,null
s6870,Australia,null,null,null,null,null,null,null,null,null,null,null
s6871,India,null,null,null,null,null,null,null,null,null,null,null
s6872,Italy,Germany,null,null,null,null,null,null,null,null,null,null
s6873,United States,null,null,null,null,null,null,null,null,null,null,null
s6874,Turkey,null,null,null,null,null,null,null,null,null,null,null
s6875,United States,null,null,null,null,null,null,null,null,null,null,null
s6876,United States,null,null,null,null,null,null,null,null,null,null,null
s6877,United States,null,null,null,null,null,null,null,null,null,null,null
s6878,Egypt,null,null,null,null,null,null,null,null,null,null,null
s6879,United States,France,United Kingdom,Japan,null,null,null,null,null,null,null,null
s6880,United States,United Kingdom,Denmark,Sweden,null,null,null,null,null,null,null,null
s6881,United States,null,null,null,null,null,null,null,null,null,null,null
s6882,United States,null,null,null,null,null,null,null,null,null,null,null
s6883,United States,Canada,null,null,null,null,null,null,null,null,null,null
s6884,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s6885,United States,United Kingdom,Italy,null,null,null,null,null,null,null,null,null
s6886,United States,null,null,null,null,null,null,null,null,null,null,null
s6887,United States,France,Canada,Spain,null,null,null,null,null,null,null,null
s6888,India,null,null,null,null,null,null,null,null,null,null,null
s6889,Germany,United States,null,null,null,null,null,null,null,null,null,null
s6890,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6891,Spain,null,null,null,null,null,null,null,null,null,null,null
s6892,India,null,null,null,null,null,null,null,null,null,null,null
s6893,United States,null,null,null,null,null,null,null,null,null,null,null
s6894,United States,null,null,null,null,null,null,null,null,null,null,null
s6895,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6896,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6897,United States,null,null,null,null,null,null,null,null,null,null,null
s6898,Nigeria,null,null,null,null,null,null,null,null,null,null,null
s6899,United States,null,null,null,null,null,null,null,null,null,null,null
s6900,United States,null,null,null,null,null,null,null,null,null,null,null
s6901,Canada,null,null,null,null,null,null,null,null,null,null,null
s6902,Japan,null,null,null,null,null,null,null,null,null,null,null
s6903,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6904,Chile,null,null,null,null,null,null,null,null,null,null,null
s6905,Turkey,null,null,null,null,null,null,null,null,null,null,null
s6906,Turkey,null,null,null,null,null,null,null,null,null,null,null
s6907,null,null,null,null,null,null,null,null,null,null,null,null
s6908,India,null,null,null,null,null,null,null,null,null,null,null
s6909,Turkey,null,null,null,null,null,null,null,null,null,null,null
s6910,United States,United Kingdom,Canada,null,null,null,null,null,null,null,null,null
s6911,United States,Japan,null,null,null,null,null,null,null,null,null,null
s6912,United States,null,null,null,null,null,null,null,null,null,null,null
s6913,India,null,null,null,null,null,null,null,null,null,null,null
s6914,United States,null,null,null,null,null,null,null,null,null,null,null
s6915,Egypt,null,null,null,null,null,null,null,null,null,null,null
s6916,United States,null,null,null,null,null,null,null,null,null,null,null
s6917,United States,null,null,null,null,null,null,null,null,null,null,null
s6918,United States,null,null,null,null,null,null,null,null,null,null,null
s6919,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6920,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s6921,United States,null,null,null,null,null,null,null,null,null,null,null
s6922,Mexico,null,null,null,null,null,null,null,null,null,null,null
s6923,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6924,United States,null,null,null,null,null,null,null,null,null,null,null
s6925,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6926,Russia,United States,China,null,null,null,null,null,null,null,null,null
s6927,null,null,null,null,null,null,null,null,null,null,null,null
s6928,United States,null,null,null,null,null,null,null,null,null,null,null
s6929,United States,Canada,Germany,null,null,null,null,null,null,null,null,null
s6930,United States,null,null,null,null,null,null,null,null,null,null,null
s6931,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6932,United States,Canada,null,null,null,null,null,null,null,null,null,null
s6933,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s6934,United States,null,null,null,null,null,null,null,null,null,null,null
s6935,United States,null,null,null,null,null,null,null,null,null,null,null
s6936,United States,null,null,null,null,null,null,null,null,null,null,null
s6937,India,null,null,null,null,null,null,null,null,null,null,null
s6938,Indonesia,null,null,null,null,null,null,null,null,null,null,null
s6939,United States,null,null,null,null,null,null,null,null,null,null,null
s6940,United States,null,null,null,null,null,null,null,null,null,null,null
s6941,Australia,null,null,null,null,null,null,null,null,null,null,null
s6942,Canada,United States,null,null,null,null,null,null,null,null,null,null
s6943,United States,null,null,null,null,null,null,null,null,null,null,null
s6944,Ireland,United States,null,null,null,null,null,null,null,null,null,null
s6945,United States,United Arab Emirates,null,null,null,null,null,null,null,null,null,null
s6946,United States,null,null,null,null,null,null,null,null,null,null,null
s6947,United States,null,null,null,null,null,null,null,null,null,null,null
s6948,Australia,null,null,null,null,null,null,null,null,null,null,null
s6949,United States,null,null,null,null,null,null,null,null,null,null,null
s6950,United States,null,null,null,null,null,null,null,null,null,null,null
s6951,United States,null,null,null,null,null,null,null,null,null,null,null
s6952,Canada,null,null,null,null,null,null,null,null,null,null,null
s6953,United States,China,null,null,null,null,null,null,null,null,null,null
s6954,United States,Canada,null,null,null,null,null,null,null,null,null,null
s6955,United States,null,null,null,null,null,null,null,null,null,null,null
s6956,Canada,United Kingdom,null,null,null,null,null,null,null,null,null,null
s6957,United States,null,null,null,null,null,null,null,null,null,null,null
s6958,United States,null,null,null,null,null,null,null,null,null,null,null
s6959,United States,null,null,null,null,null,null,null,null,null,null,null
s6960,United States,null,null,null,null,null,null,null,null,null,null,null
s6961,India,null,null,null,null,null,null,null,null,null,null,null
s6962,United States,null,null,null,null,null,null,null,null,null,null,null
s6963,Hong Kong,China,null,null,null,null,null,null,null,null,null,null
s6964,Denmark,null,null,null,null,null,null,null,null,null,null,null
s6965,United States,null,null,null,null,null,null,null,null,null,null,null
s6966,South Korea,null,null,null,null,null,null,null,null,null,null,null
s6967,India,null,null,null,null,null,null,null,null,null,null,null
s6968,China,null,null,null,null,null,null,null,null,null,null,null
s6969,Australia,null,null,null,null,null,null,null,null,null,null,null
s6970,Canada,null,null,null,null,null,null,null,null,null,null,null
s6971,United States,null,null,null,null,null,null,null,null,null,null,null
s6972,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6973,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6974,India,United States,null,null,null,null,null,null,null,null,null,null
s6975,Argentina,null,null,null,null,null,null,null,null,null,null,null
s6976,India,null,null,null,null,null,null,null,null,null,null,null
s6977,Australia,null,null,null,null,null,null,null,null,null,null,null
s6978,United States,null,null,null,null,null,null,null,null,null,null,null
s6979,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s6980,France,null,null,null,null,null,null,null,null,null,null,null
s6981,Pakistan,null,null,null,null,null,null,null,null,null,null,null
s6982,United States,null,null,null,null,null,null,null,null,null,null,null
s6983,Turkey,null,null,null,null,null,null,null,null,null,null,null
s6984,Australia,null,null,null,null,null,null,null,null,null,null,null
s6985,United States,Ireland,null,null,null,null,null,null,null,null,null,null
s6986,United States,null,null,null,null,null,null,null,null,null,null,null
s6987,Thailand,null,null,null,null,null,null,null,null,null,null,null
s6988,Thailand,null,null,null,null,null,null,null,null,null,null,null
s6989,India,null,null,null,null,null,null,null,null,null,null,null
s6990,null,null,null,null,null,null,null,null,null,null,null,null
s6991,United States,null,null,null,null,null,null,null,null,null,null,null
s6992,United States,null,null,null,null,null,null,null,null,null,null,null
s6993,United States,null,null,null,null,null,null,null,null,null,null,null
s6994,India,null,null,null,null,null,null,null,null,null,null,null
s6995,United States,null,null,null,null,null,null,null,null,null,null,null
s6996,United States,South Africa,null,null,null,null,null,null,null,null,null,null
s6997,Thailand,null,null,null,null,null,null,null,null,null,null,null
s6998,United States,Canada,null,null,null,null,null,null,null,null,null,null
s6999,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7000,India,null,null,null,null,null,null,null,null,null,null,null
s7001,Ireland,United Kingdom,Italy,United States,null,null,null,null,null,null,null,null
s7002,null,null,null,null,null,null,null,null,null,null,null,null
s7003,United States,null,null,null,null,null,null,null,null,null,null,null
s7004,United States,null,null,null,null,null,null,null,null,null,null,null
s7005,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7006,United States,null,null,null,null,null,null,null,null,null,null,null
s7007,Belgium,null,null,null,null,null,null,null,null,null,null,null
s7008,Poland,null,null,null,null,null,null,null,null,null,null,null
s7009,United States,null,null,null,null,null,null,null,null,null,null,null
s7010,United States,Canada,null,null,null,null,null,null,null,null,null,null
s7011,United States,Canada,null,null,null,null,null,null,null,null,null,null
s7012,Slovenia,Croatia,Germany,Czech Republic,Qatar,null,null,null,null,null,null,null
s7013,United States,United Kingdom,null,null,null,null,null,null,null,null,null,null
s7014,United States,null,null,null,null,null,null,null,null,null,null,null
s7015,Mexico,United States,null,null,null,null,null,null,null,null,null,null
s7016,United States,null,null,null,null,null,null,null,null,null,null,null
s7017,Canada,United Kingdom,Netherlands,null,null,null,null,null,null,null,null,null
s7018,null,null,null,null,null,null,null,null,null,null,null,null
s7019,United States,null,null,null,null,null,null,null,null,null,null,null
s7020,United States,null,null,null,null,null,null,null,null,null,null,null
s7021,India,null,null,null,null,null,null,null,null,null,null,null
s7022,United States,null,null,null,null,null,null,null,null,null,null,null
s7023,India,null,null,null,null,null,null,null,null,null,null,null
s7024,India,null,null,null,null,null,null,null,null,null,null,null
s7025,Pakistan,null,null,null,null,null,null,null,null,null,null,null
s7026,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7027,Canada,null,null,null,null,null,null,null,null,null,null,null
s7028,United States,Spain,Germany,null,null,null,null,null,null,null,null,null
s7029,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7030,United States,Italy,null,null,null,null,null,null,null,null,null,null
s7031,United States,null,null,null,null,null,null,null,null,null,null,null
s7032,United States,null,null,null,null,null,null,null,null,null,null,null
s7033,United States,null,null,null,null,null,null,null,null,null,null,null
s7034,null,null,null,null,null,null,null,null,null,null,null,null
s7035,Argentina,null,null,null,null,null,null,null,null,null,null,null
s7036,India,Japan,null,null,null,null,null,null,null,null,null,null
s7037,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7038,United States,null,null,null,null,null,null,null,null,null,null,null
s7039,United States,null,null,null,null,null,null,null,null,null,null,null
s7040,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7041,China,null,null,null,null,null,null,null,null,null,null,null
s7042,China,South Korea,United States,null,null,null,null,null,null,null,null,null
s7043,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7044,United States,null,null,null,null,null,null,null,null,null,null,null
s7045,United States,null,null,null,null,null,null,null,null,null,null,null
s7046,null,null,null,null,null,null,null,null,null,null,null,null
s7047,Thailand,null,null,null,null,null,null,null,null,null,null,null
s7048,United Kingdom,France,Belgium,null,null,null,null,null,null,null,null,null
s7049,United States,null,null,null,null,null,null,null,null,null,null,null
s7050,United States,null,null,null,null,null,null,null,null,null,null,null
s7051,United States,null,null,null,null,null,null,null,null,null,null,null
s7052,Canada,Ireland,United States,null,null,null,null,null,null,null,null,null
s7053,China,Hong Kong,null,null,null,null,null,null,null,null,null,null
s7054,India,null,null,null,null,null,null,null,null,null,null,null
s7055,United States,null,null,null,null,null,null,null,null,null,null,null
s7056,United States,France,null,null,null,null,null,null,null,null,null,null
s7057,United States,null,null,null,null,null,null,null,null,null,null,null
s7058,United States,Germany,null,null,null,null,null,null,null,null,null,null
s7059,France,null,null,null,null,null,null,null,null,null,null,null
s7060,Taiwan,null,null,null,null,null,null,null,null,null,null,null
s7061,United States,null,null,null,null,null,null,null,null,null,null,null
s7062,United Kingdom,United States,Dominican Republic,null,null,null,null,null,null,null,null,null
s7063,Turkey,null,null,null,null,null,null,null,null,null,null,null
s7064,Serbia,United States,null,null,null,null,null,null,null,null,null,null
s7065,India,null,null,null,null,null,null,null,null,null,null,null
s7066,United Kingdom,United States,null,null,null,null,null,null,null,null,null,null
s7067,United States,Senegal,null,null,null,null,null,null,null,null,null,null
s7068,United States,null,null,null,null,null,null,null,null,null,null,null
s7069,India,null,null,null,null,null,null,null,null,null,null,null
s7070,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7071,United States,null,null,null,null,null,null,null,null,null,null,null
s7072,United States,null,null,null,null,null,null,null,null,null,null,null
s7073,United States,null,null,null,null,null,null,null,null,null,null,null
s7074,United States,null,null,null,null,null,null,null,null,null,null,null
s7075,United States,null,null,null,null,null,null,null,null,null,null,null
s7076,United States,null,null,null,null,null,null,null,null,null,null,null
s7077,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7078,Germany,United States,null,null,null,null,null,null,null,null,null,null
s7079,Germany,United Kingdom,United States,null,null,null,null,null,null,null,null,null
s7080,India,null,null,null,null,null,null,null,null,null,null,null
s7081,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7082,United States,null,null,null,null,null,null,null,null,null,null,null
s7083,Israel,null,null,null,null,null,null,null,null,null,null,null
s7084,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7085,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7086,Canada,null,null,null,null,null,null,null,null,null,null,null
s7087,United States,null,null,null,null,null,null,null,null,null,null,null
s7088,Canada,null,null,null,null,null,null,null,null,null,null,null
s7089,Japan,null,null,null,null,null,null,null,null,null,null,null
s7090,Japan,null,null,null,null,null,null,null,null,null,null,null
s7091,Japan,null,null,null,null,null,null,null,null,null,null,null
s7092,United States,null,null,null,null,null,null,null,null,null,null,null
s7093,Canada,null,null,null,null,null,null,null,null,null,null,null
s7094,South Africa,Germany,Netherlands,France,null,null,null,null,null,null,null,null
s7095,India,null,null,null,null,null,null,null,null,null,null,null
s7096,India,null,null,null,null,null,null,null,null,null,null,null
s7097,United States,null,null,null,null,null,null,null,null,null,null,null
s7098,United States,null,null,null,null,null,null,null,null,null,null,null
s7099,Canada,United States,United Kingdom,France,Luxembourg,null,null,null,null,null,null,null
s7100,India,null,null,null,null,null,null,null,null,null,null,null
s7101,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7102,South Korea,null,null,null,null,null,null,null,null,null,null,null
s7103,India,null,null,null,null,null,null,null,null,null,null,null
s7104,United States,null,null,null,null,null,null,null,null,null,null,null
s7105,null,null,null,null,null,null,null,null,null,null,null,null
s7106,Spain,null,null,null,null,null,null,null,null,null,null,null
s7107,Egypt,null,null,null,null,null,null,null,null,null,null,null
s7108,United States,null,null,null,null,null,null,null,null,null,null,null
s7109,null,null,null,null,null,null,null,null,null,null,null,null
s7110,India,null,null,null,null,null,null,null,null,null,null,null
s7111,France,Belgium,null,null,null,null,null,null,null,null,null,null
s7112,Canada,null,null,null,null,null,null,null,null,null,null,null
s7113,United States,Ireland,null,null,null,null,null,null,null,null,null,null
s7114,United States,null,null,null,null,null,null,null,null,null,null,null
s7115,Vietnam,null,null,null,null,null,null,null,null,null,null,null
s7116,India,null,null,null,null,null,null,null,null,null,null,null
s7117,null,null,null,null,null,null,null,null,null,null,null,null
s7118,India,null,null,null,null,null,null,null,null,null,null,null
s7119,India,null,null,null,null,null,null,null,null,null,null,null
s7120,Pakistan,null,null,null,null,null,null,null,null,null,null,null
s7121,Japan,null,null,null,null,null,null,null,null,null,null,null
s7122,United States,null,null,null,null,null,null,null,null,null,null,null
s7123,Poland,null,null,null,null,null,null,null,null,null,null,null
s7124,United States,null,null,null,null,null,null,null,null,null,null,null
s7125,United States,null,null,null,null,null,null,null,null,null,null,null
s7126,United States,null,null,null,null,null,null,null,null,null,null,null
s7127,United States,null,null,null,null,null,null,null,null,null,null,null
s7128,Ireland,United States,France,null,null,null,null,null,null,null,null,null
s7129,United States,null,null,null,null,null,null,null,null,null,null,null
s7130,India,null,null,null,null,null,null,null,null,null,null,null
s7131,United States,null,null,null,null,null,null,null,null,null,null,null
s7132,Russia,null,null,null,null,null,null,null,null,null,null,null
s7133,United States,null,null,null,null,null,null,null,null,null,null,null
s7134,null,null,null,null,null,null,null,null,null,null,null,null
s7135,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7136,India,null,null,null,null,null,null,null,null,null,null,null
s7137,United States,null,null,null,null,null,null,null,null,null,null,null
s7138,India,null,null,null,null,null,null,null,null,null,null,null
s7139,null,null,null,null,null,null,null,null,null,null,null,null
s7140,United States,null,null,null,null,null,null,null,null,null,null,null
s7141,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7142,India,null,null,null,null,null,null,null,null,null,null,null
s7143,Chile,null,null,null,null,null,null,null,null,null,null,null
s7144,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7145,India,null,null,null,null,null,null,null,null,null,null,null
s7146,United States,null,null,null,null,null,null,null,null,null,null,null
s7147,null,null,null,null,null,null,null,null,null,null,null,null
s7148,United States,null,null,null,null,null,null,null,null,null,null,null
s7149,United States,null,null,null,null,null,null,null,null,null,null,null
s7150,United States,null,null,null,null,null,null,null,null,null,null,null
s7151,United States,null,null,null,null,null,null,null,null,null,null,null
s7152,United States,Australia,null,null,null,null,null,null,null,null,null,null
s7153,Germany,United States,Canada,null,null,null,null,null,null,null,null,null
s7154,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s7155,United States,null,null,null,null,null,null,null,null,null,null,null
s7156,Japan,null,null,null,null,null,null,null,null,null,null,null
s7157,United Kingdom,Germany,Canada,United States,null,null,null,null,null,null,null,null
s7158,Turkey,null,null,null,null,null,null,null,null,null,null,null
s7159,India,null,null,null,null,null,null,null,null,null,null,null
s7160,India,null,null,null,null,null,null,null,null,null,null,null
s7161,India,null,null,null,null,null,null,null,null,null,null,null
s7162,India,null,null,null,null,null,null,null,null,null,null,null
s7163,India,null,null,null,null,null,null,null,null,null,null,null
s7164,India,null,null,null,null,null,null,null,null,null,null,null
s7165,United States,France,Canada,Lebanon,Qatar,null,null,null,null,null,null,null
s7166,India,null,null,null,null,null,null,null,null,null,null,null
s7167,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7168,India,null,null,null,null,null,null,null,null,null,null,null
s7169,India,null,null,null,null,null,null,null,null,null,null,null
s7170,India,null,null,null,null,null,null,null,null,null,null,null
s7171,United States,null,null,null,null,null,null,null,null,null,null,null
s7172,India,null,null,null,null,null,null,null,null,null,null,null
s7173,United States,null,null,null,null,null,null,null,null,null,null,null
s7174,India,null,null,null,null,null,null,null,null,null,null,null
s7175,India,null,null,null,null,null,null,null,null,null,null,null
s7176,United States,null,null,null,null,null,null,null,null,null,null,null
s7177,United States,null,null,null,null,null,null,null,null,null,null,null
s7178,United States,null,null,null,null,null,null,null,null,null,null,null
s7179,United States,null,null,null,null,null,null,null,null,null,null,null
s7180,United States,null,null,null,null,null,null,null,null,null,null,null
s7181,United States,null,null,null,null,null,null,null,null,null,null,null
s7182,United States,null,null,null,null,null,null,null,null,null,null,null
s7183,Pakistan,null,null,null,null,null,null,null,null,null,null,null
s7184,India,null,null,null,null,null,null,null,null,null,null,null
s7185,India,null,null,null,null,null,null,null,null,null,null,null
s7186,India,null,null,null,null,null,null,null,null,null,null,null
s7187,India,null,null,null,null,null,null,null,null,null,null,null
s7188,India,null,null,null,null,null,null,null,null,null,null,null
s7189,India,null,null,null,null,null,null,null,null,null,null,null
s7190,India,null,null,null,null,null,null,null,null,null,null,null
s7191,India,null,null,null,null,null,null,null,null,null,null,null
s7192,United States,null,null,null,null,null,null,null,null,null,null,null
s7193,United States,null,null,null,null,null,null,null,null,null,null,null
s7194,United States,null,null,null,null,null,null,null,null,null,null,null
s7195,Philippines,null,null,null,null,null,null,null,null,null,null,null
s7196,Netherlands,Belgium,United Kingdom,United States,null,null,null,null,null,null,null,null
s7197,null,null,null,null,null,null,null,null,null,null,null,null
s7198,United States,Japan,null,null,null,null,null,null,null,null,null,null
s7199,United States,null,null,null,null,null,null,null,null,null,null,null
s7200,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7201,France,null,null,null,null,null,null,null,null,null,null,null
s7202,United States,null,null,null,null,null,null,null,null,null,null,null
s7203,United States,null,null,null,null,null,null,null,null,null,null,null
s7204,United States,null,null,null,null,null,null,null,null,null,null,null
s7205,United States,null,null,null,null,null,null,null,null,null,null,null
s7206,Hungary,null,null,null,null,null,null,null,null,null,null,null
s7207,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7208,United States,null,null,null,null,null,null,null,null,null,null,null
s7209,United States,Canada,null,null,null,null,null,null,null,null,null,null
s7210,null,null,null,null,null,null,null,null,null,null,null,null
s7211,United States,null,null,null,null,null,null,null,null,null,null,null
s7212,France,Belgium,China,United States,null,null,null,null,null,null,null,null
s7213,India,null,null,null,null,null,null,null,null,null,null,null
s7214,United States,null,null,null,null,null,null,null,null,null,null,null
s7215,null,null,null,null,null,null,null,null,null,null,null,null
s7216,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7217,Malaysia,null,null,null,null,null,null,null,null,null,null,null
s7218,Japan,null,null,null,null,null,null,null,null,null,null,null
s7219,United States,Chile,Israel,null,null,null,null,null,null,null,null,null
s7220,United States,null,null,null,null,null,null,null,null,null,null,null
s7221,United States,United Kingdom,Australia,null,null,null,null,null,null,null,null,null
s7222,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7223,null,null,null,null,null,null,null,null,null,null,null,null
s7224,United Kingdom,Norway,Denmark,Germany,Sweden,null,null,null,null,null,null,null
s7225,India,null,null,null,null,null,null,null,null,null,null,null
s7226,Norway,Denmark,Sweden,null,null,null,null,null,null,null,null,null
s7227,null,null,null,null,null,null,null,null,null,null,null,null
s7228,null,null,null,null,null,null,null,null,null,null,null,null
s7229,null,null,null,null,null,null,null,null,null,null,null,null
s7230,null,null,null,null,null,null,null,null,null,null,null,null
s7231,India,null,null,null,null,null,null,null,null,null,null,null
s7232,null,null,null,null,null,null,null,null,null,null,null,null
s7233,null,null,null,null,null,null,null,null,null,null,null,null
s7234,null,null,null,null,null,null,null,null,null,null,null,null
s7235,United States,null,null,null,null,null,null,null,null,null,null,null
s7236,null,null,null,null,null,null,null,null,null,null,null,null
s7237,United States,null,null,null,null,null,null,null,null,null,null,null
s7238,United States,null,null,null,null,null,null,null,null,null,null,null
s7239,India,null,null,null,null,null,null,null,null,null,null,null
s7240,Hong Kong,China,United States,null,null,null,null,null,null,null,null,null
s7241,Mexico,United States,null,null,null,null,null,null,null,null,null,null
s7242,United States,null,null,null,null,null,null,null,null,null,null,null
s7243,China,India,Nepal,null,null,null,null,null,null,null,null,null
s7244,null,null,null,null,null,null,null,null,null,null,null,null
s7245,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7246,Turkey,null,null,null,null,null,null,null,null,null,null,null
s7247,Turkey,null,null,null,null,null,null,null,null,null,null,null
s7248,India,null,null,null,null,null,null,null,null,null,null,null
s7249,United States,null,null,null,null,null,null,null,null,null,null,null
s7250,India,null,null,null,null,null,null,null,null,null,null,null
s7251,Argentina,null,null,null,null,null,null,null,null,null,null,null
s7252,United States,null,null,null,null,null,null,null,null,null,null,null
s7253,United States,null,null,null,null,null,null,null,null,null,null,null
s7254,Italy,null,null,null,null,null,null,null,null,null,null,null
s7255,United States,null,null,null,null,null,null,null,null,null,null,null
s7256,null,null,null,null,null,null,null,null,null,null,null,null
s7257,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7258,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7259,Colombia,Mexico,United States,null,null,null,null,null,null,null,null,null
s7260,India,null,null,null,null,null,null,null,null,null,null,null
s7261,Thailand,null,null,null,null,null,null,null,null,null,null,null
s7262,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s7263,United States,null,null,null,null,null,null,null,null,null,null,null
s7264,United States,null,null,null,null,null,null,null,null,null,null,null
s7265,Colombia,null,null,null,null,null,null,null,null,null,null,null
s7266,India,null,null,null,null,null,null,null,null,null,null,null
s7267,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7268,United States,Mexico,null,null,null,null,null,null,null,null,null,null
s7269,South Korea,null,null,null,null,null,null,null,null,null,null,null
s7270,United States,null,null,null,null,null,null,null,null,null,null,null
s7271,United Kingdom,South Korea,null,null,null,null,null,null,null,null,null,null
s7272,United States,France,null,null,null,null,null,null,null,null,null,null
s7273,France,null,null,null,null,null,null,null,null,null,null,null
s7274,France,null,null,null,null,null,null,null,null,null,null,null
s7275,United States,Ireland,null,null,null,null,null,null,null,null,null,null
s7276,United States,null,null,null,null,null,null,null,null,null,null,null
s7277,United States,null,null,null,null,null,null,null,null,null,null,null
s7278,United States,null,null,null,null,null,null,null,null,null,null,null
s7279,null,null,null,null,null,null,null,null,null,null,null,null
s7280,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7281,India,null,null,null,null,null,null,null,null,null,null,null
s7282,United States,Canada,null,null,null,null,null,null,null,null,null,null
s7283,United States,Australia,null,null,null,null,null,null,null,null,null,null
s7284,China,null,null,null,null,null,null,null,null,null,null,null
s7285,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s7286,United States,null,null,null,null,null,null,null,null,null,null,null
s7287,United States,null,null,null,null,null,null,null,null,null,null,null
s7288,null,null,null,null,null,null,null,null,null,null,null,null
s7289,Denmark,null,null,null,null,null,null,null,null,null,null,null
s7290,null,null,null,null,null,null,null,null,null,null,null,null
s7291,Denmark,China,null,null,null,null,null,null,null,null,null,null
s7292,null,null,null,null,null,null,null,null,null,null,null,null
s7293,United States,Italy,null,null,null,null,null,null,null,null,null,null
s7294,France,null,null,null,null,null,null,null,null,null,null,null
s7295,United States,null,null,null,null,null,null,null,null,null,null,null
s7296,Turkey,null,null,null,null,null,null,null,null,null,null,null
s7297,United States,null,null,null,null,null,null,null,null,null,null,null
s7298,Canada,null,null,null,null,null,null,null,null,null,null,null
s7299,United States,null,null,null,null,null,null,null,null,null,null,null
s7300,United States,null,null,null,null,null,null,null,null,null,null,null
s7301,United States,null,null,null,null,null,null,null,null,null,null,null
s7302,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7303,Canada,null,null,null,null,null,null,null,null,null,null,null
s7304,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s7305,United States,null,null,null,null,null,null,null,null,null,null,null
s7306,Mexico,null,null,null,null,null,null,null,null,null,null,null
s7307,United States,null,null,null,null,null,null,null,null,null,null,null
s7308,United Kingdom,null,null,null,null,null,null,null,null,null,null,null
s7309,United States,India,null,null,null,null,null,null,null,null,null,null
s7310,Egypt,null,null,null,null,null,null,null,null,null,null,null
s7311,null,null,null,null,null,null,null,null,null,null,null,null
s7312,Hong Kong,null,null,null,null,null,null,null,null,null,null,null
s7313,Australia,null,null,null,null,null,null,null,null,null,null,null
s7314,Australia,null,null,null,null,null,null,null,null,null,null,null
s7315,Australia,null,null,null,null,null,null,null,null,null,null,null
s7316,United States,Greece,Brazil,null,null,null,null,null,null,null,null,null
s7317,United States,null,null,null,null,null,null,null,null,null,null,null
s7318,null,null,null,null,null,null,null,null,null,null,null,null
s7319,null,null,null,null,null,null,null,null,null,null,null,null
